coverage_id,record_scope,relative_path,extension,size_bytes,sha256,inventory_and_preservation,container_or_manifest_integrity,format_processing,content_specific_check,traceability_check,epistemic_classification_check,visual_review_check,code_reproduction_check,negative_or_limitation_notes,applicable_checks_complete,coverage_state
COV-00813,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/11_CODIGO_Y_REPRODUCIBILIDAD/Geometry_Omega_pulsation_solver_preliminary_v6_2026-07-31.py,.py,2971,5785a026722f750dd20f9c9f0d083f6f4eea1c25ac6ebeeed229f6e133cdf535,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,python_ast_and_compile_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,executed_successfully,,True,COVERED
COV-00814,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/11_CODIGO_Y_REPRODUCIBILIDAD/einstein_omega_solver.py,.py,253,4f8b3d187364f5c1b5e1c36080063ee2e033b0fa95334d3900d002e119bd07a1,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,python_ast_and_compile_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,no_executable_logic,code_status=no_executable_logic,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00815,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/11_CODIGO_Y_REPRODUCIBILIDAD/omega_qball_solver.py,.py,850,a08befeab58287ef1acfa4a60d36bfac0f561165182166a1fe5a6d540450aa4f,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,python_ast_and_compile_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,executed_successfully,,True,COVERED
COV-00816,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/12_MANIFIESTOS/00_METADATA.json,.json,459,b866a5f5aab5777f852857ef97b800a5c201bb95c20dc6270e7a3be137ff3b6c,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,json_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00817,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/12_MANIFIESTOS/01_MANIFIESTO_FUENTES_DEDUPLICADAS.csv,.csv,102464,bfe07220cf441dedf8b1a7e4bf24d60ab9c724e97391671bbf65bbdcb3516258,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00818,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/12_MANIFIESTOS/02_INVENTARIO_COMPLETO_PAQUETE.csv,.csv,127322,ec79ec6ba348d90e6c607018aead2e0c1fa5f786971008ea132f526712616fe2,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00819,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/00_LEEME.md,.md,463,b48abd1f8789aeb13124d8cfa44d5b74354075ac2c45d94d0208010add869eb5,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=4,equation_catalog_occurrences_verified=0,claim_candidates_classified=3,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00820,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/01_DOCUMENTOS/01_PREGUNTA_ONTOLOGICA.md,.md,382,994c7ac8bca4e9371685f8747d04ceea346913270496723e2bc6a16f635e4d1a,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=3,equation_catalog_occurrences_verified=0,claim_candidates_classified=2,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00821,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/01_DOCUMENTOS/02_DERIVACION_MATEMATICA.md,.md,1189,44326d5ac5c80d9a1dedd051d1989e0fa10376fd7ef8a322b23cbfc66c375ade,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=20,equation_catalog_occurrences_verified=8,claim_candidates_classified=11,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00822,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/01_DOCUMENTOS/03_RESULTADOS_NUMERICOS.md,.md,1000,d90674f498eb7c01f1a1d3a446caab3dc5fff10c38afba3c7f388dc17cce6ecc,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=11,equation_catalog_occurrences_verified=1,claim_candidates_classified=5,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00823,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/01_DOCUMENTOS/04_RESULTADOS_NEGATIVOS.md,.md,300,f140631f5aff255cdabfaba79df0c83d9dc9bbd09c119fa64fb073a725d8c3ed,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=2,equation_catalog_occurrences_verified=0,claim_candidates_classified=1,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00824,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/01_DOCUMENTOS/05_DUDAS_ONTOLOGICAS.md,.md,368,4a51230c67629241a649084521706d59c32ddabe036be7d6c6fe522ad772f6e6,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=5,equation_catalog_occurrences_verified=0,claim_candidates_classified=0,NOT_APPLICABLE,NOT_APPLICABLE,open_doubt_occurrences=4,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00825,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/01_DOCUMENTOS/06_COMPARACION_OBSERVACIONAL.md,.md,299,3a49ecb54ca24879749943ab4060fa1974da246dfb7925e6bd9bf072ef93905c,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=2,equation_catalog_occurrences_verified=0,claim_candidates_classified=1,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00826,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/01_DOCUMENTOS/07_SIGUIENTE_PASO.md,.md,246,126d094b6da0ecd1656f173732bf722d89a6b36940a38e715ddcca669ddefb49,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=2,equation_catalog_occurrences_verified=0,claim_candidates_classified=1,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00827,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/02_PRUEBAS_NUMERICAS/TEST_01_MISMO_P_DISTINTA_GEOMETRIA.csv,.csv,1634,8c357dbb996d71b8ccee8327267abc5fa3b7ce405bdb561444be374c970d9352,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00828,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/02_PRUEBAS_NUMERICAS/TEST_02_GRAFO_VS_HIPERGRAFO.csv,.csv,408,108894fe4666238010bd9433017d5b90f47103d24103c8e164e5f035f7c992dc,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00829,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/02_PRUEBAS_NUMERICAS/TEST_03_AJUSTE_ESCALAMIENTO.csv,.csv,147,c96f1cd902e3b2a3dda4fdf8f261900d806e570050300c5badc3d4673b17d7ce,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00830,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/02_PRUEBAS_NUMERICAS/TEST_03_RUPTURA_CONTINUIDAD.csv,.csv,735,7c6b8fbbd382d9dc138723e01ae83271a727de083058297c80aeca0d5a642976,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00831,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/02_PRUEBAS_NUMERICAS/TEST_04_RED_HOMOGENEA.csv,.csv,89,d61e64a48ddb9d468ac580e3ae2bae909fbec7f0cc88327b9c56f0eeb3407b0a,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00832,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/03_CODIGO/reproducir_entrega_01.py,.py,12730,fdaf432fa6c48cd3f93307208a36cee5674ac3d2c5b344f26332d74a5fd580e4,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,python_ast_and_compile_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,execution_failed,code_status=execution_failed,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00833,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/04_FIGURAS/FIG_01_BRECHA_VS_EPSILON.png,.png,53348,5cb19d3fc9ca890de8ebd2c510817b0535c878a3dc7da86efb24f61f71ec9ad1,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,image_structurally_validated,NOT_APPLICABLE,NOT_APPLICABLE,reviewed_pass,NOT_APPLICABLE,,True,COVERED
COV-00834,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/04_FIGURAS/FIG_02_MEZCLA_VS_EPSILON.png,.png,59243,59047ad0c50636b4fac50e9a49d3972033104263eb6aa04cd58e158b4813b60e,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,image_structurally_validated,NOT_APPLICABLE,NOT_APPLICABLE,reviewed_pass,NOT_APPLICABLE,,True,COVERED
COV-00835,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/05_DATOS/RESUMEN_RESULTADOS.json,.json,842,2e119460d58ced6b688ae54faae9b8234023b2395ea5eb0d98e1d4fdf3ea8ec7,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,json_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00836,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/06_MANIFIESTO/MANIFIESTO_ARCHIVOS.csv,.csv,1922,1f99e5301a5b43067a1fb052059fbb66f2245fc22f42277a039808313c6c4f04,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00837,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/OMEGA_THEORY_V1_1_ENTREGA_01_GEOMETRIA_TRANSICIONES/06_MANIFIESTO/METADATA.json,.json,281,450dcfe21c29d3672ab9805bd8748b7c109650c2dafa3d91f633e981c397299e,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,json_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00838,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/00_LEEME.md,.md,1248,c6ae63fa8626bce73553a4d2f7312b990e8f52c552f4b84fb1c7e005f5459b64,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=14,equation_catalog_occurrences_verified=1,claim_candidates_classified=9,NOT_APPLICABLE,NOT_APPLICABLE,control_characters=2,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00839,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/01_DOCUMENTOS/01_DERIVACION_MATEMATICA.md,.md,1097,2079fb33734427a32903d34e43903c916e18b0d6ce564f74a79308df13dc6feb,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=24,equation_catalog_occurrences_verified=7,claim_candidates_classified=11,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00840,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/01_DOCUMENTOS/02_RESULTADOS_NUMERICOS.md,.md,6157,9c4d514b8f3e66a1bd87eadcea277c0529108cb6759d0793b7e7fb2f6058e0b5,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=22,equation_catalog_occurrences_verified=2,claim_candidates_classified=13,NOT_APPLICABLE,NOT_APPLICABLE,control_characters=2,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00841,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/01_DOCUMENTOS/03_RESULTADOS_NEGATIVOS.md,.md,801,7e0abea41f710e7d305ca78ed19682ac964d55f536a82b8f90abe54f08d3bb36,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=13,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00842,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,.md,982,8c0adf94dd793466b7bd4dc01b6d0467dfda043ae78b87e83d7c24fc11510311,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=14,equation_catalog_occurrences_verified=0,claim_candidates_classified=10,NOT_APPLICABLE,NOT_APPLICABLE,open_doubt_occurrences=3,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00843,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/01_DOCUMENTOS/05_SIGUIENTE_PASO.md,.md,778,8a1d8a9f4ed682d9b55f83f7b4275d6e8211497e9a0431e4a70625b61056811b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=13,equation_catalog_occurrences_verified=4,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00844,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/02_PRUEBAS_NUMERICAS/TEST_01_CUATRO_DEFINICIONES.csv,.csv,510,f5333171ab288d6e99209b221e4c93572f2e0016219d4209cbc4cf4c5b826975,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00845,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/02_PRUEBAS_NUMERICAS/TEST_02_COMPOSICION.csv,.csv,344,6c978af7bcf74cbb3b1aff71471265df58e1d98209fee86145c1774275beaca5,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00846,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/02_PRUEBAS_NUMERICAS/TEST_03_COARSE_GRAINING.csv,.csv,381,e465df616546037dcedc8ba6df59e0a5613efd0963ce715b673d80bcd7e39fcd,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00847,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/02_PRUEBAS_NUMERICAS/TEST_04_INVARIANCIA_REETIQUETADO.csv,.csv,208,aa9df0176d30d3cba1b3806e4902ecf126db2f43fecd7895036e2a9aee5ac991,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00848,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/02_PRUEBAS_NUMERICAS/TEST_05_CORRELACIONES.csv,.csv,807,9bc3ccb055e7e60b29228b75d31b1d9bd99681a41c0905ce957e9ed6b4f1141b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00849,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/02_PRUEBAS_NUMERICAS/TEST_05_ENSEMBLE_POTENCIALIDAD_INERCIA.csv,.csv,43139,0ce45d139555c8cc97141df310ecdcc13bfd11d375df441f7956a61c026462ee,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00850,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/03_CODIGO/reproducir_entrega_02.py,.py,519,762564a6f3580ac2e3d83089f0d05b1adf489a6d435cceea51998a3609cb4bc3,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,python_ast_and_compile_checked,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,executed_successfully,,True,COVERED
COV-00851,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/04_FIGURAS/FIG_01_P_VS_INERCIA.png,.png,52067,357986a7b2443915153df457d6a8deff1616d6c786897d28c58c74d2238bd04c,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,image_structurally_validated,NOT_APPLICABLE,NOT_APPLICABLE,reviewed_pass,NOT_APPLICABLE,,True,COVERED
COV-00852,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/04_FIGURAS/FIG_02_INERCIA_DIRECCIONAL.png,.png,52612,91ea5be0147922fcd01fcf9863d96530ed5057fe6570b0c83f0a1cc01214c0bc,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,image_structurally_validated,NOT_APPLICABLE,NOT_APPLICABLE,reviewed_pass,NOT_APPLICABLE,,True,COVERED
COV-00853,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/04_FIGURAS/FIG_03_COARSE_GRAINING.png,.png,55860,89d45f2db3b1d08bb2639ac5111be30d07653a298dc4ec419a8dd51a46ee965e,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,image_structurally_validated,NOT_APPLICABLE,NOT_APPLICABLE,reviewed_pass,NOT_APPLICABLE,,True,COVERED
COV-00854,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/05_DATOS/RESUMEN_RESULTADOS.json,.json,2165,99fe24928e920329f08fc4b00bfcd28ce0f709cb11d923a8659c04eec8ad117c,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,json_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00855,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/06_MANIFIESTO/MANIFIESTO_ARCHIVOS.csv,.csv,1925,5f770e84a923a8de64fd6ccf0c798198d61928016ff633c0ccd20e5fe3cf3d04,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00856,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/OMEGA_THEORY_V1_1_ENTREGA_02_INERCIA_RELACIONAL/06_MANIFIESTO/METADATA.json,.json,211,8c612e6b97f08e0ef1a3e328ea0be3e7bb55754b1f3e1b8cf800f6334a76a2b3,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,json_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00857,physical_outer_member,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/00_LEEME.md,.md,1410,13d901906895c323166ee9882bb4cc150511f9d42284b8eb702d36e6f469b71e,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=23,equation_catalog_occurrences_verified=6,claim_candidates_classified=12,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
