verdict_id,package,source_file,claim_or_scenario,original_status,normalized_epistemic_state,reason_or_correction,audit_note
V-0089,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_2_V70_V79/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V70_V79.csv,Capacidad q_i fundamental,refinado,REVISADA_REEMPLAZADA_O_SUPERADA,Puede emerger de d_i subcanales exclusivos.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0090,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_2_V70_V79/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V70_V79.csv,Cierre 4pi implica exclusión,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Son variables independientes.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0091,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_2_V70_V79/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V70_V79.csv,Dos intercambios = rotación 2pi,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,"Produce ±i para cierre semientero, no -1.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0092,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Cualquier fase unitaria sirve para intercambio,superado,REVISADA_REEMPLAZADA_O_SUPERADA,Intercambio involutivo exige eta²=1,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0093,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Positividad/localidad seleccionan bosón o fermión,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Ambos sectores son consistentes,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0094,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Cadena causal finita selecciona espín–estadística,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Las cuatro combinaciones sobreviven,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0095,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Una amplitud escalar basta para propagación bidireccional,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,No existe solución local unitaria exacta de radio uno,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0096,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Tres direcciones masivas caben en C²,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Hace falta dimensión interna cuatro,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0097,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,τ+ y τ- son dos identidades independientes,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Cada sector aislado pierde propagación e información,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0098,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Conjugación libre ya es antimateria física,refinado,REVISADA_REEMPLAZADA_O_SUPERADA,Sólo es orientación complementaria hasta introducir carga,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0099,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Vacío completamente vacío es estable,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,La rama negativa ocupada es el mínimo local finito,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0100,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,Rama negativa ilimitadamente ocupable,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Destruye la cota inferior,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0101,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,Clifford = espín físico,limitado,LIMITADA_O_CONVENCIONAL,Falta grupo de rotaciones y estadística.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0102,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,τ± = partícula/antipartícula,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Son orientaciones inseparables antes de carga.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0103,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,Conjugación = antimateria física,refinado,REVISADA_REEMPLAZADA_O_SUPERADA,Requiere interacción conjugada.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0104,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,Vacío lleno resuelve infinito,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,Sólo finito con corte.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0105,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,Sustracción = renormalización completa,refutado,REFUTADA_O_NO_APOYADA_EN_MODELO,No.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0106,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,Conexión = electromagnetismo completo,refinado,REVISADA_REEMPLAZADA_O_SUPERADA,Faltaban dinámica y fuentes.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0107,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,F² microscópico exacto,superado,REVISADA_REEMPLAZADA_O_SUPERADA,Es límite débil.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0108,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,Electromagnetismo ya completo,refinado,REVISADA_REEMPLAZADA_O_SUPERADA,"Faltan cuantización, unidades y acoplamiento dinámico.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0109,OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/02_PRUEBAS_NUMERICAS/TEST_08_MATRIZ_VEREDICTO.csv,Q_deficit,Too coarse; not cost-sensitive or additive.,REFUTADA_O_NO_APOYADA_EN_MODELO,,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0110,OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/02_PRUEBAS_NUMERICAS/TEST_08_MATRIZ_VEREDICTO.csv,Q_mean_cost,"Intensive, not extensive.",LIMITADA_O_CONVENCIONAL,,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0111,OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/02_PRUEBAS_NUMERICAS/TEST_08_MATRIZ_VEREDICTO.csv,Q_support_sum,Counts size but ignores obstruction cost.,CANDIDATO_LIMITADO,,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0112,OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/02_PRUEBAS_NUMERICAS/TEST_08_MATRIZ_VEREDICTO.csv,Q_spectral,Non-additive and channel-number dependent.,CANDIDATO_LIMITADO,,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0113,OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/02_PRUEBAS_NUMERICAS/TEST_08_MATRIZ_VEREDICTO.csv,Q_obstruction,Best extensive candidate; requires primitive event measure.,CONDICIONAL,,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0114,OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/02_PRUEBAS_NUMERICAS/TEST_08_MATRIZ_VEREDICTO.csv,rho_obstruction,"Useful density, not total charge.",CANDIDATO_LIMITADO,,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0115,OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,A_strong_identity_M_equals_Q,False,REFUTADA_O_NO_APOYADA_EN_MODELO,Q and mobility/escape inertias are not universally proportional across the ensemble.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0116,OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,B_same_geometry_distinct_projections,True,APOYADA_EN_MODELO,"Q, mobility tensor, obstruction tensor and escape time all arise from the same event geometry but encode different responses.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0117,OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,C_full_independence,False,REFUTADA_O_NO_APOYADA_EN_MODELO,"The quantities are statistically related and share the same primitive event data, though not uniquely determined by one another.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0118,OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Universal logarithmic rescaling,supported_in_model,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Preserves branching geometry while scaling clocks and mobility uniformly.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0119,OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Equivalence from universal q,conditional,CONDICIONAL,Requires ontology to enforce same response charge.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0120,OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Alpha from arbitrary spectral ratio,not_supported,REFUTADA_O_NO_APOYADA_EN_MODELO,Many accidental near-matches; no unique invariant selected.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0121,OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Alpha as susceptibility/stiffness ratio,structurally_supported,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,"Dimensionless form is natural, values remain undetermined.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0122,OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Exact alpha prediction,not_derived,NO_DERIVADA_O_ABIERTA,No parameter-free route to observed value.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0123,OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Gauge-covariant matter response,supported_in_model,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Compact phase-link energy is gauge invariant and induces current by variation.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0124,OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Susceptibility chi=q^2 w,derived_in_linear_limit,DERIVADA_O_EXACTA_EN_SU_MARCO,Follows from the second derivative of matter energy.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0125,OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Rigidity K,identified_but_not_derived,NO_DERIVADA_O_ABIERTA,It is the quadratic coefficient of compact curvature energy.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0126,OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Dimensionless coupling chi/(4pi K),derived_as_ratio,DERIVADA_O_EXACTA_EN_SU_MARCO,"Natural after canonical normalization, but values remain model dependent.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0127,OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Charge quantization from phase closure,conditional,CONDICIONAL,Requires a selected minimal flux/topological sector.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0128,OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Observed alpha,not_derived,NO_DERIVADA_O_ABIERTA,Topology and compactness alone do not fix the numerical value.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0129,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,w and K scale identically,supported_as_invariance_condition,CONDICIONAL,Then alpha is exactly independent of u.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0130,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Gravity changes alpha generically,false,REFUTADA_O_NO_APOYADA_EN_MODELO,Only differential scaling a-b changes alpha.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0131,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Observed alpha variation constrains a-b,supported,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Atomic-clock gravitational coupling directly bounds mismatch.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0132,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Common geometric origin can protect alpha,supported_in_model,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,A shared event measure can make w and K inherit same scaling.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0133,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/02_PRUEBAS_NUMERICAS/TEST_08_VEREDICTO.csv,Exact equality a=b derived from ontology,not_yet,NO_DERIVADA_O_ABIERTA,Needs a symmetry or common normalization theorem.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
